,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,ZipCode,poulation,percent_employed,inc_<10k,inc_10-15k,inc_15-25k,median_inc,mean_inc,percent_no_health,percent_public_health,total_population,percent_age_under_5,percent_age_5-9,percent_age_10-14,percent_age_15-19,percent_age_20-24,percent_age_25-34,percent_age_35-44,percent_age_45-54,percent_age_55-59,percent_age_60-64,percent_age_65-74,percent_age_75-84,percent_age85_and_over,percent_age_65_and_over,median_age,Month,Week,Year
4474,2009-07-06,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,7,0,60659,30524.0,65.3,8.5,4.7,13,49581,65262,25.1,33.9,39657.0,7.7,7.2,7.2,5.4,5,17.3,15.1,12.3,6.5,5,6.4,3.7,1.1,11.2,35.1,7,28,2009
4475,2009-07-06,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,7,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,28,2009
4476,2009-07-06,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,2,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,28,2009
4477,2009-07-06,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,3,0,60620,57607.0,55.5,14.4,8,17.7,31753,43334,20.7,48.7,73253.0,6.2,6.3,7.4,8.8,7,10.7,13,13.6,6.2,4.8,8.7,5.6,1.7,16,38.2,7,28,2009
4478,2009-07-06,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0,60607,22690.0,74,12.2,3.8,5.4,80261,107194,7.8,11.8,25134.0,4.7,2.6,1.8,7.6,13.2,33,16.3,7.7,4.5,2.9,3.3,2,0.5,5.8,30.6,7,28,2009
4479,2009-07-06,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,8,0,60607,22690.0,74,12.2,3.8,5.4,80261,107194,7.8,11.8,25134.0,4.7,2.6,1.8,7.6,13.2,33,16.3,7.7,4.5,2.9,3.3,2,0.5,5.8,30.6,7,28,2009
4480,2009-07-06,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,2,0,60803,18113.0,69.5,7.2,3,12.9,51186,59619,15.1,28.8,22945.0,6.4,6.7,6,7.7,7.9,14.3,12.9,15.5,5,4.9,6.6,4.1,1.9,12.6,35.7,7,28,2009
4481,2009-07-06,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,8,0,60803,18113.0,69.5,7.2,3,12.9,51186,59619,15.1,28.8,22945.0,6.4,6.7,6,7.7,7.9,14.3,12.9,15.5,5,4.9,6.6,4.1,1.9,12.6,35.7,7,28,2009
4482,2009-07-06,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,2,0,60803,18113.0,69.5,7.2,3,12.9,51186,59619,15.1,28.8,22945.0,6.4,6.7,6,7.7,7.9,14.3,12.9,15.5,5,4.9,6.6,4.1,1.9,12.6,35.7,7,28,2009
4483,2009-07-06,"Chicago, IL, USA",CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,1,0,60613,44206.0,83,8.1,4.1,7.3,66697,99357,11,11.9,49536.0,5.1,2.7,2.5,1.9,11.3,35,16.2,10.7,3.9,3.2,3.8,2.4,1.5,7.6,31.5,7,28,2009
4484,2009-07-06,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,3,0,60618,77402.0,74,5.9,4.4,9.4,55577,83289,23.7,22.7,97413.0,8.2,6,5.4,4.8,6.7,23.2,17.9,11.3,5,3.7,4.7,2.2,0.9,7.8,32.9,7,28,2009
4485,2009-07-06,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,60618,77402.0,74,5.9,4.4,9.4,55577,83289,23.7,22.7,97413.0,8.2,6,5.4,4.8,6.7,23.2,17.9,11.3,5,3.7,4.7,2.2,0.9,7.8,32.9,7,28,2009
4486,2009-07-06,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,2,0,60707,34660.0,68.8,5.4,5.9,10.3,55554,69398,19.1,27,42712.0,5.5,6.5,5.5,5.9,6.7,14.7,13.1,15,7.5,5.7,6.4,5,2.4,13.8,39.1,7,28,2009
4487,2009-07-06,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX TERRITANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0,60707,34660.0,68.8,5.4,5.9,10.3,55554,69398,19.1,27,42712.0,5.5,6.5,5.5,5.9,6.7,14.7,13.1,15,7.5,5.7,6.4,5,2.4,13.8,39.1,7,28,2009
4488,2009-07-06,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,4,0,60623,61075.0,57.9,15.1,9,20.6,28949,37923,31.2,48.1,85158.0,9.3,8.8,8.3,9.2,9.4,15.6,12.7,11.8,4.6,3.2,4,2.3,0.7,6.9,27.8,7,28,2009
4489,2009-07-06,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0,60623,61075.0,57.9,15.1,9,20.6,28949,37923,31.2,48.1,85158.0,9.3,8.8,8.3,9.2,9.4,15.6,12.7,11.8,4.6,3.2,4,2.3,0.7,6.9,27.8,7,28,2009
4490,2009-07-06,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,5,0,60655,21699.0,70.7,2.5,1.9,4.8,85531,98328,4.7,14.6,28173.0,7.2,7,7.2,8.4,5.9,11.2,14.6,16.1,6.5,4.9,5.9,3.6,1.6,11,37.6,7,28,2009
4491,2009-07-06,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,6,0,60655,21699.0,70.7,2.5,1.9,4.8,85531,98328,4.7,14.6,28173.0,7.2,7,7.2,8.4,5.9,11.2,14.6,16.1,6.5,4.9,5.9,3.6,1.6,11,37.6,7,28,2009
4492,2009-07-06,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,7,0,60641,55645.0,71.8,6.6,4.7,11.2,46816,64095,23.8,32.5,70730.0,7.4,6.5,6.1,5.8,7.4,16.2,14.9,14.5,6.3,5.1,5.6,3,1.1,9.7,35.3,7,28,2009
4493,2009-07-06,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1,0,60641,55645.0,71.8,6.6,4.7,11.2,46816,64095,23.8,32.5,70730.0,7.4,6.5,6.1,5.8,7.4,16.2,14.9,14.5,6.3,5.1,5.6,3,1.1,9.7,35.3,7,28,2009
4494,2009-07-06,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,10,0,60625,64183.0,74.4,7.8,4.4,10.8,56597,76589,25.5,25,78966.0,7.6,5.1,4.9,6,7.2,22.6,16.1,12.5,5.1,4,5.2,2.8,0.9,8.9,33.4,7,28,2009
4495,2009-07-06,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,3,0,60625,64183.0,74.4,7.8,4.4,10.8,56597,76589,25.5,25,78966.0,7.6,5.1,4.9,6,7.2,22.6,16.1,12.5,5.1,4,5.2,2.8,0.9,8.9,33.4,7,28,2009
4496,2009-07-06,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,13,0,60630,46413.0,69,5.5,5.9,10.8,58086,71848,16.8,28.1,57886.0,6.5,6,6.1,6,5.5,14.9,15.5,15.7,5.7,4.9,6.4,4.5,2.2,13.1,38.1,7,28,2009
4497,2009-07-06,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,2,0,60646,22309.0,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5,28314.0,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7,7,28,2009
4498,2009-07-06,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,0,60646,22309.0,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5,28314.0,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7,7,28,2009
4499,2009-07-06,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,0,60646,22309.0,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5,28314.0,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7,7,28,2009
4500,2009-07-06,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,8,0,60612,27538.0,61.8,20.9,7.9,11.5,35318,54544,17.2,39.1,36052.0,8,6,7.9,8,8.3,20.1,14.3,10.5,4.7,4.3,4.4,2.6,0.8,7.9,30.6,7,28,2009
4501,2009-07-06,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0,60612,27538.0,61.8,20.9,7.9,11.5,35318,54544,17.2,39.1,36052.0,8,6,7.9,8,8.3,20.1,14.3,10.5,4.7,4.3,4.4,2.6,0.8,7.9,30.6,7,28,2009
4502,2009-07-06,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,4,0,60651,46722.0,54.3,16.8,7.8,15.5,30971,43561,24,47,61150.0,7.7,7.2,7.3,8.6,7.9,15,12.8,11.5,6.1,6,6.6,2.5,0.9,10,32.7,7,28,2009
4503,2009-07-06,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,2,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,28,2009
4504,2009-07-06,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,28,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,28,2009
4505,2009-07-06,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,24,0,60622,45679.0,79.2,6.6,4,8.4,68923,96652,15.3,19.7,54272.0,6.6,4.7,3.9,3.8,7.8,34.6,17.2,9.1,3.5,2.7,3.1,2.1,1,6.2,31.1,7,28,2009
4506,2009-07-06,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,5,0,60622,45679.0,79.2,6.6,4,8.4,68923,96652,15.3,19.7,54272.0,6.6,4.7,3.9,3.8,7.8,34.6,17.2,9.1,3.5,2.7,3.1,2.1,1,6.2,31.1,7,28,2009
4507,2009-07-06,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,3,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,28,2009
4508,2009-07-06,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,1,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,28,2009
4509,2009-07-06,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX SALINARIUS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,1,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,28,2009
4510,2009-07-06,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,8,0,60655,21699.0,70.7,2.5,1.9,4.8,85531,98328,4.7,14.6,28173.0,7.2,7,7.2,8.4,5.9,11.2,14.6,16.1,6.5,4.9,5.9,3.6,1.6,11,37.6,7,28,2009
4511,2009-07-06,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,14,0,60655,21699.0,70.7,2.5,1.9,4.8,85531,98328,4.7,14.6,28173.0,7.2,7,7.2,8.4,5.9,11.2,14.6,16.1,6.5,4.9,5.9,3.6,1.6,11,37.6,7,28,2009
4512,2009-07-06,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,1,0,60639,67395.0,66.2,7.7,7,14.2,38707,48251,26.1,39.2,91934.0,8.1,8.9,8,8.8,8.7,14.9,14.9,12.3,4.8,3.6,4.5,1.9,0.8,7.1,30.3,7,28,2009
4513,2009-07-06,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,2,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4514,2009-07-06,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,2,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4515,2009-07-06,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,1,0,60632,65339.0,66.1,6.7,5.3,15.3,38545,48551,29.9,39,90845.0,8.6,8.2,9.6,8.4,8.4,15.2,15.4,11.5,4.5,3.1,3.9,2.1,1,7,29.3,7,28,2009
4516,2009-07-06,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,1,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,28,2009
4517,2009-07-06,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,10,0,60629,81186.0,64.6,8.8,5.3,13.6,40650,50293,26,38.8,113833.0,8.7,9.2,8.9,9,7.8,15.6,13.9,12,4.8,3.5,3.7,1.9,0.9,6.5,29.2,7,28,2009
4518,2009-07-06,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,5,0,60629,81186.0,64.6,8.8,5.3,13.6,40650,50293,26,38.8,113833.0,8.7,9.2,8.9,9,7.8,15.6,13.9,12,4.8,3.5,3.7,1.9,0.9,6.5,29.2,7,28,2009
4519,2009-07-06,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,3,0,60636,30513.0,54.8,16,9.6,22.1,26352,37001,24.8,53.8,39918.0,7.6,6,8.1,10.2,8.5,13.1,11.6,13,5,4.5,7.5,3.5,1.3,12.3,32.2,7,28,2009
4520,2009-07-06,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,7,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4521,2009-07-06,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,6,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4522,2009-07-06,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,3,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4523,2009-07-06,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,1,0,60649,36557.0,61.7,22.3,8.2,14.9,28573,41553,22.3,42,45444.0,7.1,5.3,6,6.4,7.5,14.1,12.3,15.2,7.2,5.9,6.8,4.4,1.7,12.9,37.9,7,28,2009
4524,2009-07-06,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0,60619,51531.0,59.2,16,7.7,15.7,34977,47014,19.6,44.8,64922.0,5.8,5.7,7.2,8.5,6.6,11.2,11.3,15.7,7.2,5.9,7,5.5,2.4,14.9,39.4,7,28,2009
4525,2009-07-06,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,1,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4526,2009-07-06,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,4,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4527,2009-07-06,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,1,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4528,2009-07-06,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,1,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,7,28,2009
4529,2009-07-06,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,6,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,7,28,2009
4530,2009-07-06,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,4,0,60632,65339.0,66.1,6.7,5.3,15.3,38545,48551,29.9,39,90845.0,8.6,8.2,9.6,8.4,8.4,15.2,15.4,11.5,4.5,3.1,3.9,2.1,1,7,29.3,7,28,2009
4531,2009-07-06,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,5,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,28,2009
4532,2009-07-06,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,12,0,60623,61075.0,57.9,15.1,9,20.6,28949,37923,31.2,48.1,85158.0,9.3,8.8,8.3,9.2,9.4,15.6,12.7,11.8,4.6,3.2,4,2.3,0.7,6.9,27.8,7,28,2009
4533,2009-07-06,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,13,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,7,28,2009
4534,2009-07-06,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,6,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,7,28,2009
4535,2009-07-06,"South Doty Avenue, Chicago, IL, USA",CULEX TERRITANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,1,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,7,28,2009
4536,2009-07-06,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,1,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,7,28,2009
4537,2009-07-06,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,1,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,7,28,2009
