,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,ZipCode,poulation,percent_employed,inc_<10k,inc_10-15k,inc_15-25k,median_inc,mean_inc,percent_no_health,percent_public_health,total_population,percent_age_under_5,percent_age_5-9,percent_age_10-14,percent_age_15-19,percent_age_20-24,percent_age_25-34,percent_age_35-44,percent_age_45-54,percent_age_55-59,percent_age_60-64,percent_age_65-74,percent_age_75-84,percent_age85_and_over,percent_age_65_and_over,median_age,Month,Week,Year,Tavg
6717,2011-07-15,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,1,0,60018,23053.0,68.4,3.3,4.7,9.9,54688,69102,19.1,29.3,28749.0,6.7,5.6,6.1,6.5,7.2,11.9,13,15,7.8,5.6,7.2,4.3,3.1,14.6,39.9,7,28,2011,77.86
6718,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,13,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6719,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,8,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6720,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,12,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6721,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6722,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,6,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6723,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,45,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6724,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,13,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6725,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,47,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6726,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,35,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6727,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,4,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6728,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,6,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6729,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,5,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6730,2011-07-15,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX SALINARIUS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0,60666,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2011,77.86
6731,2011-07-15,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,30,0,60106,15830.0,72.1,4.9,4.6,9.1,57624,66401,23.2,24.9,20276.0,7,8.3,5.6,5.9,6.3,17.4,13.2,13.8,6,6.3,4.6,3.5,2.1,10.2,34.7,7,28,2011,77.86
6732,2011-07-15,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,36,0,60106,15830.0,72.1,4.9,4.6,9.1,57624,66401,23.2,24.9,20276.0,7,8.3,5.6,5.9,6.3,17.4,13.2,13.8,6,6.3,4.6,3.5,2.1,10.2,34.7,7,28,2011,77.86
6733,2011-07-15,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,60106,15830.0,72.1,4.9,4.6,9.1,57624,66401,23.2,24.9,20276.0,7,8.3,5.6,5.9,6.3,17.4,13.2,13.8,6,6.3,4.6,3.5,2.1,10.2,34.7,7,28,2011,77.86
6734,2011-07-15,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,3,0,60106,15830.0,72.1,4.9,4.6,9.1,57624,66401,23.2,24.9,20276.0,7,8.3,5.6,5.9,6.3,17.4,13.2,13.8,6,6.3,4.6,3.5,2.1,10.2,34.7,7,28,2011,77.86
6735,2011-07-15,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,60106,15830.0,72.1,4.9,4.6,9.1,57624,66401,23.2,24.9,20276.0,7,8.3,5.6,5.9,6.3,17.4,13.2,13.8,6,6.3,4.6,3.5,2.1,10.2,34.7,7,28,2011,77.86
6736,2011-07-15,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,5,0,60106,15830.0,72.1,4.9,4.6,9.1,57624,66401,23.2,24.9,20276.0,7,8.3,5.6,5.9,6.3,17.4,13.2,13.8,6,6.3,4.6,3.5,2.1,10.2,34.7,7,28,2011,77.86
6737,2011-07-15,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8,1,0,60639,67395.0,66.2,7.7,7,14.2,38707,48251,26.1,39.2,91934.0,8.1,8.9,8,8.8,8.7,14.9,14.9,12.3,4.8,3.6,4.5,1.9,0.8,7.1,30.3,7,28,2011,77.86
6738,2011-07-15,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8,2,0,60639,67395.0,66.2,7.7,7,14.2,38707,48251,26.1,39.2,91934.0,8.1,8.9,8,8.8,8.7,14.9,14.9,12.3,4.8,3.6,4.5,1.9,0.8,7.1,30.3,7,28,2011,77.86
6739,2011-07-15,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,18,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1,7,28,2011,77.86
6740,2011-07-15,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,50,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1,7,28,2011,77.86
6741,2011-07-15,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,50,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1,7,28,2011,77.86
6742,2011-07-15,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,8,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1,7,28,2011,77.86
6743,2011-07-15,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX TERRITANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,2,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1,7,28,2011,77.86
6744,2011-07-15,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,4,0,60652,32816.0,66.5,5.2,3.7,9.6,65330,73557,17.5,28.4,42517.0,6.3,7.4,7.9,8.5,7.5,12.6,12.8,16.5,6.5,4.6,4.9,2.7,1.9,9.5,34.9,7,28,2011,77.86
6745,2011-07-15,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,2,0,60652,32816.0,66.5,5.2,3.7,9.6,65330,73557,17.5,28.4,42517.0,6.3,7.4,7.9,8.5,7.5,12.6,12.8,16.5,6.5,4.6,4.9,2.7,1.9,9.5,34.9,7,28,2011,77.86
6746,2011-07-15,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5,1,0,60619,51531.0,59.2,16,7.7,15.7,34977,47014,19.6,44.8,64922.0,5.8,5.7,7.2,8.5,6.6,11.2,11.3,15.7,7.2,5.9,7,5.5,2.4,14.9,39.4,7,28,2011,77.86
6747,2011-07-15,"East 91st Place, Chicago, IL, USA",CULEX RESTUANS,65, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5,2,0,60619,51531.0,59.2,16,7.7,15.7,34977,47014,19.6,44.8,64922.0,5.8,5.7,7.2,8.5,6.6,11.2,11.3,15.7,7.2,5.9,7,5.5,2.4,14.9,39.4,7,28,2011,77.86
6748,2011-07-15,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9,3,0,60613,44206.0,83,8.1,4.1,7.3,66697,99357,11,11.9,49536.0,5.1,2.7,2.5,1.9,11.3,35,16.2,10.7,3.9,3.2,3.8,2.4,1.5,7.6,31.5,7,28,2011,77.86
6749,2011-07-15,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX RESTUANS,17, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9,2,0,60613,44206.0,83,8.1,4.1,7.3,66697,99357,11,11.9,49536.0,5.1,2.7,2.5,1.9,11.3,35,16.2,10.7,3.9,3.2,3.8,2.4,1.5,7.6,31.5,7,28,2011,77.86
6750,2011-07-15,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,13,0,60636,30513.0,54.8,16,9.6,22.1,26352,37001,24.8,53.8,39918.0,7.6,6,8.1,10.2,8.5,13.1,11.6,13,5,4.5,7.5,3.5,1.3,12.3,32.2,7,28,2011,77.86
6751,2011-07-15,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,13,0,60636,30513.0,54.8,16,9.6,22.1,26352,37001,24.8,53.8,39918.0,7.6,6,8.1,10.2,8.5,13.1,11.6,13,5,4.5,7.5,3.5,1.3,12.3,32.2,7,28,2011,77.86
6752,2011-07-15,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,3,0,60636,30513.0,54.8,16,9.6,22.1,26352,37001,24.8,53.8,39918.0,7.6,6,8.1,10.2,8.5,13.1,11.6,13,5,4.5,7.5,3.5,1.3,12.3,32.2,7,28,2011,77.86
6753,2011-07-15,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,2,0,60651,46722.0,54.3,16.8,7.8,15.5,30971,43561,24,47,61150.0,7.7,7.2,7.3,8.6,7.9,15,12.8,11.5,6.1,6,6.6,2.5,0.9,10,32.7,7,28,2011,77.86
6754,2011-07-15,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8,3,0,60618,77402.0,74,5.9,4.4,9.4,55577,83289,23.7,22.7,97413.0,8.2,6,5.4,4.8,6.7,23.2,17.9,11.3,5,3.7,4.7,2.2,0.9,7.8,32.9,7,28,2011,77.86
6755,2011-07-15,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8,5,0,60618,77402.0,74,5.9,4.4,9.4,55577,83289,23.7,22.7,97413.0,8.2,6,5.4,4.8,6.7,23.2,17.9,11.3,5,3.7,4.7,2.2,0.9,7.8,32.9,7,28,2011,77.86
6756,2011-07-15,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX TERRITANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8,1,0,60618,77402.0,74,5.9,4.4,9.4,55577,83289,23.7,22.7,97413.0,8.2,6,5.4,4.8,6.7,23.2,17.9,11.3,5,3.7,4.7,2.2,0.9,7.8,32.9,7,28,2011,77.86
6757,2011-07-15,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX RESTUANS,51, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,2,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,28,2011,77.86
6758,2011-07-15,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX RESTUANS,58, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,1,0,60660,37296.0,68.6,12.6,7.5,11.9,38970,58185,22.2,22.8,42060.0,4.2,3,3.1,6.6,9.6,21,15.3,14,6.5,6,6.3,2.9,1.3,10.5,36.2,7,28,2011,77.86
6759,2011-07-15,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9,1,0,60622,45679.0,79.2,6.6,4,8.4,68923,96652,15.3,19.7,54272.0,6.6,4.7,3.9,3.8,7.8,34.6,17.2,9.1,3.5,2.7,3.1,2.1,1,6.2,31.1,7,28,2011,77.86
6760,2011-07-15,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,17, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9,3,0,60622,45679.0,79.2,6.6,4,8.4,68923,96652,15.3,19.7,54272.0,6.6,4.7,3.9,3.8,7.8,34.6,17.2,9.1,3.5,2.7,3.1,2.1,1,6.2,31.1,7,28,2011,77.86
6761,2011-07-15,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,21,0,60621,25057.0,49.3,28.3,12.1,18.4,19548,31965,21.7,59.8,33608.0,8.5,7.5,7.5,9.4,8.7,12.1,10.8,12.4,6.7,4.8,5.8,4.2,1.7,11.6,31.6,7,28,2011,77.86
6762,2011-07-15,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,7,0,60621,25057.0,49.3,28.3,12.1,18.4,19548,31965,21.7,59.8,33608.0,8.5,7.5,7.5,9.4,8.7,12.1,10.8,12.4,6.7,4.8,5.8,4.2,1.7,11.6,31.6,7,28,2011,77.86
6763,2011-07-15,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,6,0,60621,25057.0,49.3,28.3,12.1,18.4,19548,31965,21.7,59.8,33608.0,8.5,7.5,7.5,9.4,8.7,12.1,10.8,12.4,6.7,4.8,5.8,4.2,1.7,11.6,31.6,7,28,2011,77.86
6764,2011-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,23,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,30,2011,80.0
6765,2011-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,6,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,30,2011,80.0
6766,2011-07-25,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0,60654,15004.0,85.5,8.5,3.7,3.6,90645,149346,7.9,6.5,15885.0,3.8,0.7,1,0.9,8.2,40.8,20.4,10.8,5.5,4.1,2.3,1.1,0.3,3.7,32.8,7,30,2011,80.0
6767,2011-07-25,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,35,0,60608,63425.0,60.9,11.8,7.7,16.3,35336,48667,29.5,36.1,78794.0,6.4,6.2,5.8,7.1,10.1,21.2,14.3,11.7,5.2,4.2,3.9,2.7,1.1,7.8,31.3,7,30,2011,80.0
6768,2011-07-25,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,12,0,60608,63425.0,60.9,11.8,7.7,16.3,35336,48667,29.5,36.1,78794.0,6.4,6.2,5.8,7.1,10.1,21.2,14.3,11.7,5.2,4.2,3.9,2.7,1.1,7.8,31.3,7,30,2011,80.0
6769,2011-07-25,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,60642,16555.0,80.8,8.1,2.7,9,67591,89573,15.3,14.6,18312.0,4.9,2.2,2.1,2.3,10.5,39.1,17.7,9,2.6,2.7,4.8,1.4,0.7,6.9,31.7,7,30,2011,80.0
6770,2011-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,5,0,60614,59408.0,78,8.4,3.7,5.7,86215,134437,6,10.5,68363.0,5.8,3.8,2.9,5,13.6,31.2,13.2,8.7,3.9,3.8,5,2.1,1.1,8.2,29.8,7,30,2011,80.0
6771,2011-07-25,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,22,0,60643,40803.0,59.6,7.1,4.4,9.6,61799,78222,10.4,35.9,51836.0,5.8,6.4,7.7,6.6,5.7,9.5,12.3,15.3,6.8,6.5,8.2,6.6,2.6,17.3,42.1,7,30,2011,80.0
6772,2011-07-25,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,18,0,60643,40803.0,59.6,7.1,4.4,9.6,61799,78222,10.4,35.9,51836.0,5.8,6.4,7.7,6.6,5.7,9.5,12.3,15.3,6.8,6.5,8.2,6.6,2.6,17.3,42.1,7,30,2011,80.0
6773,2011-07-25,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,60643,40803.0,59.6,7.1,4.4,9.6,61799,78222,10.4,35.9,51836.0,5.8,6.4,7.7,6.6,5.7,9.5,12.3,15.3,6.8,6.5,8.2,6.6,2.6,17.3,42.1,7,30,2011,80.0
6774,2011-07-25,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,37,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,30,2011,80.0
6775,2011-07-25,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,30,2011,80.0
6776,2011-07-25,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9,7,30,2011,80.0
6777,2011-07-25,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,3,0,60659,30524.0,65.3,8.5,4.7,13,49581,65262,25.1,33.9,39657.0,7.7,7.2,7.2,5.4,5,17.3,15.1,12.3,6.5,5,6.4,3.7,1.1,11.2,35.1,7,30,2011,80.0
6778,2011-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,47,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,30,2011,80.0
6779,2011-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,18,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,30,2011,80.0
6780,2011-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,4,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,30,2011,80.0
6781,2011-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,60638,44677.0,67.8,3.9,4.1,10,61903,70951,13.4,26.7,56033.0,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2,7,30,2011,80.0
6782,2011-07-25,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,1,0,60622,45679.0,79.2,6.6,4,8.4,68923,96652,15.3,19.7,54272.0,6.6,4.7,3.9,3.8,7.8,34.6,17.2,9.1,3.5,2.7,3.1,2.1,1,6.2,31.1,7,30,2011,80.0
6783,2011-07-25,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,1,0,60622,45679.0,79.2,6.6,4,8.4,68923,96652,15.3,19.7,54272.0,6.6,4.7,3.9,3.8,7.8,34.6,17.2,9.1,3.5,2.7,3.1,2.1,1,6.2,31.1,7,30,2011,80.0
